,loss,accuracy,val_loss,val_accuracy
0,2.0398130416870117,0.2899399995803833,1.8568851947784424,0.3528999984264374
1,1.8398544788360596,0.35308000445365906,1.7185866832733154,0.3984000086784363
2,1.7751870155334473,0.38019999861717224,1.672351598739624,0.41440001130104065
3,1.7388032674789429,0.3939400017261505,1.6910645961761475,0.41530001163482666
4,1.716551423072815,0.3989599943161011,1.6257398128509521,0.4339999854564667
5,1.698172688484192,0.40992000699043274,1.6588042974472046,0.43309998512268066
6,1.688564419746399,0.41492000222206116,1.6702568531036377,0.4345000088214874
7,1.670982003211975,0.42368000745773315,1.627821445465088,0.43880000710487366
8,1.6618409156799316,0.4267599880695343,1.595680832862854,0.46480000019073486
9,1.6562061309814453,0.43167999386787415,1.6029332876205444,0.4537999927997589
10,1.649296760559082,0.4337399899959564,1.6079723834991455,0.45820000767707825
11,1.6472926139831543,0.4353199899196625,1.62478768825531,0.44190001487731934
12,1.6418414115905762,0.4375399947166443,1.669896125793457,0.4417000114917755
13,1.6304526329040527,0.44223999977111816,1.5812466144561768,0.47200000286102295
14,1.631879210472107,0.44110000133514404,1.560691237449646,0.47450000047683716
15,1.623605489730835,0.44749999046325684,1.6258833408355713,0.44749999046325684
16,1.622109055519104,0.4463199973106384,1.5755207538604736,0.46880000829696655
17,1.619415521621704,0.4496600031852722,1.6102347373962402,0.4634000062942505
18,1.6120991706848145,0.45208001136779785,1.5489426851272583,0.48240000009536743
19,1.6091437339782715,0.45489999651908875,1.5427120923995972,0.4878000020980835
20,1.6154836416244507,0.45353999733924866,1.5697823762893677,0.4733999967575073
21,1.6093969345092773,0.454120010137558,1.5636745691299438,0.4765999913215637
22,1.6011381149291992,0.4582200050354004,1.5882147550582886,0.4674000144004822
23,1.6087710857391357,0.45598000288009644,1.574934720993042,0.46810001134872437
24,1.604982614517212,0.4592199921607971,1.5465161800384521,0.4846999943256378
25,1.599394679069519,0.4597800076007843,1.5663608312606812,0.4756999909877777
26,1.602150321006775,0.4593600034713745,1.572069525718689,0.4717999994754791
27,1.5918667316436768,0.4620400071144104,1.5632808208465576,0.4745999872684479
28,1.5899758338928223,0.46389999985694885,1.5613874197006226,0.47440001368522644
29,1.5995509624481201,0.4610399901866913,1.5561944246292114,0.482699990272522
30,1.594801664352417,0.46366000175476074,1.5656015872955322,0.47679999470710754
31,1.5950409173965454,0.4625000059604645,1.5883532762527466,0.4756999909877777
32,1.5865448713302612,0.4656200110912323,1.5785694122314453,0.46799999475479126
33,1.5987746715545654,0.46108001470565796,1.5743012428283691,0.4756999909877777
34,1.5915817022323608,0.46323999762535095,1.5635485649108887,0.47679999470710754
35,1.601804494857788,0.46292001008987427,1.5537786483764648,0.4797999858856201
36,1.5939308404922485,0.4625999927520752,1.6211364269256592,0.4528000056743622
37,1.587697982788086,0.4644399881362915,1.5484932661056519,0.48730000853538513
38,1.590775489807129,0.4662399888038635,1.5538197755813599,0.4846000075340271
39,1.5860254764556885,0.46393999457359314,1.576610803604126,0.4810999929904938
40,1.5893065929412842,0.46494001150131226,1.590437650680542,0.46950000524520874
41,1.57874596118927,0.4690000116825104,1.5676648616790771,0.4779999852180481
42,1.5929900407791138,0.4622800052165985,1.6272445917129517,0.4586000144481659
43,1.5865809917449951,0.46553999185562134,1.5594252347946167,0.48420000076293945
44,1.5888872146606445,0.4674600064754486,1.5620994567871094,0.48179998993873596
45,1.5897434949874878,0.4651600122451782,1.524404525756836,0.49320000410079956
46,1.5758233070373535,0.47058001160621643,1.5917131900787354,0.46880000829696655
47,1.5791770219802856,0.469539999961853,1.5676621198654175,0.4787999987602234
48,1.581426739692688,0.4699999988079071,1.578657627105713,0.47429999709129333
49,1.5797266960144043,0.4707599878311157,1.5402581691741943,0.4880000054836273
50,1.580715298652649,0.4674200117588043,1.5655155181884766,0.48089998960494995
51,1.5785467624664307,0.47161999344825745,1.5658364295959473,0.48089998960494995
52,1.5769180059432983,0.46856001019477844,1.5390396118164062,0.4878000020980835
53,1.5725531578063965,0.4708000123500824,1.5391384363174438,0.4932999908924103
54,1.5809993743896484,0.469760000705719,1.5221205949783325,0.4950999915599823
